drug,sentence,title,doi,in-vitro evidence
itraconazole,"[' itraconazole ,  an antifungal agent ,  has been reported to have potential activity against animal coronaviruses.', '  methodsusing cell - based phenotypic assays ,  the in vitro antiviral activity of itraconazole and 17 - oh itraconazole was assessed against clinical isolates from a german and belgian patient infected with sars - cov - 2.', '  resultsitraconazole demonstrated antiviral activity in human caco - 2 cells ( ec50 = 2.', ' similarly ,  its primary metabolite ,  17 - oh itraconazole ,  showed inhibition of sars - cov - 2 activity ( ec50 = 3.', ' itraconazole and 17 - oh itraconazole resulted in a viral yield reduction in vitro of approximately 2 - log10 and approximately 1 - log10 ,  as measured in both caco - 2 cells and veroe6 - egfp cells ,  respectively.', '  discussionitraconazole and 17 - oh itraconazole exert in vitro low micromolar activity against sars - cov - 2.', ' despite the in vitro antiviral activity ,  itraconazole did not result in a beneficial effect in hospitalized covid - 19 patients in a clinical study ( eudract number: 2020 - 001243 - 15 ) .', '  highlightso_liitraconazole exerted in vitro low micromolar activity against sars - cov - 2 ( ec50 = 2.']",'In Vitro Activity of Itraconazole Against SARS-CoV-2','10.1101/2020.11.13.381194',"[['  resultsitraconazole demonstrated antiviral activity in human caco - 2 cells ( ec50 = 2.3 m; mtt assay ) .', ' similarly ,  its primary metabolite ,  17 - oh itraconazole ,  showed inhibition of sars - cov - 2 activity ( ec50 = 3.6 m ) .', ' remdesivir inhibited viral replication with an ec50 = 0.4 m.', '  highlightso_liitraconazole exerted in vitro low micromolar activity against sars - cov - 2 ( ec50 = 2.']]"
remdesivir,"[' remdesivir inhibited viral replication with an ec50 = 0.', ' the viral yield reduction brought about by remdesivir or gs - 441524 ( parent nucleoside of the antiviral prodrug remdesivir; positive control )  was more pronounced ,  with an approximately 3 log10 drop and >4 log10 drop in caco - 2 cells and veroe6 - egfp cells ,  respectively.']",'In Vitro Activity of Itraconazole Against SARS-CoV-2','10.1101/2020.11.13.381194',"[['  resultsitraconazole demonstrated antiviral activity in human caco - 2 cells ( ec50 = 2.3 m; mtt assay ) .', ' similarly ,  its primary metabolite ,  17 - oh itraconazole ,  showed inhibition of sars - cov - 2 activity ( ec50 = 3.6 m ) .', ' remdesivir inhibited viral replication with an ec50 = 0.4 m.', '  highlightso_liitraconazole exerted in vitro low micromolar activity against sars - cov - 2 ( ec50 = 2.']]"
quinacrine,"[' the results described in this study demonstrate the inhibitory potential of quinacrine and suramin against sars - cov - 2 main protease ( 3clpro ) .', ' quinacrine and suramin molecules present a competitive and non - competitive mode of inhibition ,  respectively ,  with ic50 and kd values in low m range.', ' our results suggested that suramin in combination with quinacrine showed promising synergistic efficacy to inhibit sars - cov - 2 3clpro.']",'The repurposed drugs suramin and quinacrine inhibit cooperatively in vitro SARS-CoV-2 3CLpro','10.1101/2020.11.11.378018',"[[' quinacrine and suramin molecules present a competitive and non - competitive mode of inhibition ,  respectively ,  with ic50 and kd values in low m range.']]"
suramin,"[' the results described in this study demonstrate the inhibitory potential of quinacrine and suramin against sars - cov - 2 main protease ( 3clpro ) .', ' quinacrine and suramin molecules present a competitive and non - competitive mode of inhibition ,  respectively ,  with ic50 and kd values in low m range.', ' our results suggested that suramin in combination with quinacrine showed promising synergistic efficacy to inhibit sars - cov - 2 3clpro.']",'The repurposed drugs suramin and quinacrine inhibit cooperatively in vitro SARS-CoV-2 3CLpro','10.1101/2020.11.11.378018',"[[' quinacrine and suramin molecules present a competitive and non - competitive mode of inhibition ,  respectively ,  with ic50 and kd values in low m range.']]"
remdesivir,"[' compared to remdesivir ,  which inhibits viral replication downstream of cell entry ,  stenoparib impedes entry and post - entry processes as determined by time - of - addition ( toa )  experiments.', '5 m remdesivir suppressed coronavirus growth by more than 90% ,  indicating a potentially synergistic effect for this drug combination.', ' stenoparib as a standalone or as part of combinatorial therapy with remdesivir should be a valuable addition to the arsenal against covid - 19.']","'Stenoparib, an inhibitor of cellular poly (ADP-ribose) polymerase (PARP), blocks replication of the SARS-CoV-2 human coronavirus in vitro.'",'10.1101/2020.11.12.380394',"[['5 m half - maximally effective concentration ( ec50 )  ,  combined with 0.5 m remdesivir suppressed coronavirus growth by more than 90% ,  indicating a potentially synergistic effect for this drug combination.']]"
ivermectin,"[' ivermectin ,  an anti - helminthic drug is also being proposed for treatment and prevention of covid - 19.', ' ivermectin has demonstrated broad spectrum antiviral activity against both dna and rna viruses.', ' however ,  in - vitro to in - vivo extrapolation studies indicate an inability to achieve the desired ic50 levels of ivermectin after oral administration of doses up to 10 times higher than the approved anti - helminthic dose.', ' it is hypothesised that inhaled formulation of ivermectin may be effective against sars - cov - 2.', ' therefore ,  ivermectin administered via inhalational route needs to be explored for potential beneficial role in covid - 19 in preclinical and clinical studies.']",Inhaled route and anti-inflammatory action of ivermectin: do they hold promise in fighting against COVID-19?,10.1016/j.mehy.2020.110364,"[[' however ,  in - vitro to in - vivo extrapolation studies indicate an inability to achieve the desired ic50 levels of ivermectin after oral administration of doses up to 10 times higher than the approved anti - helminthic dose.']]"
remdesivir,"[' the fda has recently approved remdesivir ,  an inhibitor of sars - cov - 2 replication ,  to treat covid - 19 ,  though recent data from the who shows little to no benefit with use of this anti - viral agent.']",'Ethacridine inhibits SARS-CoV-2 by inactivating viral particles in cellular models','10.1101/2020.10.28.359042',"[[' here we report the discovery of ethacridine ,  a safe antiseptic use in humans ,  as a potent drug for use against sars - cov - 2 ( ec50 ~ 0.08 m ) .']]"
bortezomib,"[' interestingly in cancer cells ,  the formation of sg is correlated to drug - resistance and blocking sg formation has been shown to reestablish the efficacy of the anticancer drug bortezomib.', ' changes in the cytotoxicity of bortezomib were measured.', ' results: bortezomib cytotoxicity in breast cancer cell lines changed with a 22 fold decrease in its ic50 for t47d and a 7 fold decrease for mcf7 cells.', ' as a result ,  it increases the cytotoxicity of the fda approved drug ,  bortezomib.', ' in addition ,  the increased cytotoxicity appears to correlate to improved bortezomib selectivity when compared to control cell lines.']","Role of Chikungunya nsP3 in Regulating G3BP1 Activity, Stress Granule Formation and Drug Efficacy",10.1016/j.arcmed.2020.10.002,[[' results: bortezomib cytotoxicity in breast cancer cell lines changed with a 22 fold decrease in its ic50 for t47d and a 7 fold decrease for mcf7 cells.']]
lopinavir,"[' from the clinical studies in covid - 19 ,  it has shown rapid viral clearance as compared to lopinavir ritonavir and superior recovery rate than umifenovir.']",Role of favipiravir in the treatment of COVID-19,10.1016/j.ijid.2020.10.069,"[[' it has a wide therapeutic safety margin indicated by wide cc50 ec50 ratio for high dose.'], [' it has a wide therapeutic safety margin indicated by wide cc50 ec50 ratio for high dose.']]"
favipiravir,"[' favipiravir is one such oral drug that was approved for new and re - emerging pandemic influenza in japan in 2014 and has shown potent in vitro activity against sars cov - 2.', ' overall ,  favipiravir has shown promising results in clinical studies in china ,  russia ,  and japan ,  and more trials are underway in multiple countries including usa ,  uk ,  india.', ' recently ,  treatment guidelines from many countries and some states from india have included favipiravir in the treatment protocol.', ' this review provides insights on the evidence based evolving role of favipiravir in the management covid - 19 infection with emphasis on benefits of initiating an early antiviral therapy with special focus on favipiravir ,  its pharmacodynamic ,  pharmacokinetic ,  in vitro ,  clinical data and inclusion in the treatment protocols of covid - 19.']",Role of favipiravir in the treatment of COVID-19,10.1016/j.ijid.2020.10.069,"[[' it has a wide therapeutic safety margin indicated by wide cc50 ec50 ratio for high dose.'], [' it has a wide therapeutic safety margin indicated by wide cc50 ec50 ratio for high dose.']]"
ritonavir,"[' from the clinical studies in covid - 19 ,  it has shown rapid viral clearance as compared to lopinavir ritonavir and superior recovery rate than umifenovir.']",Role of favipiravir in the treatment of COVID-19,10.1016/j.ijid.2020.10.069,"[[' it has a wide therapeutic safety margin indicated by wide cc50 ec50 ratio for high dose.'], [' it has a wide therapeutic safety margin indicated by wide cc50 ec50 ratio for high dose.']]"
heparin,"[' heparin ( delivered systemically )  is currently used to treat anticoagulant anomalies in covid - 19 patients.', ' in addition ,  in the uk ,  brazil and australia ,  nebulised unfractionated heparin ( ufh )  is being trialled in covid - 19 patients as a potential treatment.', ' a systematic comparison of the potential antiviral effect of various heparin preparations on live wild - type sars - cov - 2 ,  in vitro ,  is needed.', ' experimental approach: seven different heparin preparations including ufh and low molecular weight heparins ( lmwh )  of porcine or bovine origin were screened for antiviral activity against live sars - cov - 2 ( australia vic01 2020 )  using a plaque inhibition assay with vero e6 cells.', ' interaction of heparin with spike protein rbd was studied using differential scanning fluorimetry ,  and the inhibition of rbd binding to human ace2 protein using elisa assays was examined.', ' mechanistically we observed that heparin binds and destabilizes the rbd protein ,  and furthermore we show heparin directly inhibits the binding of rbd to the human ace2 protein receptor.', ' conclusions and implications: this comparison of clinically relevant heparins shows ufh has significantly stronger sars - cov - 2 antiviral activity compared to lmwhs.']",Unfractionated heparin inhibits live wild‐type SARS‐CoV‐2 cell infectivity at therapeutically relevant concentrations,10.1111/bph.15304,"[[' key results: all the ufh preparations had potent antiviral effects ,  with ic50 values ranging between 25 - 41 μg ml - 1 whereas lmwhs were less inhibitory by ~150 - fold ( ic50 range 3.4  -  7.8 mg ml - 1  ) .']]"
baloxavir,"[' this study aims to evaluate the clinical outcomes and plasma concentrations of baloxavir acid and favipiravir in covid - 19 patients.', ' methods: favipiravir and baloxavir acid were evaluated for their antiviral activity against sars - cov - 2 in vitro before the trial initiation.', ' patients were randomized assigned in a 1:1:1 ratio into baloxavir marboxil group ,  favipiravir group ,  and control group.', ' results: baloxavir acid showed antiviral activity in vitro with the half - maximal effective concentration ( ec50 )  of 5.', ' the percentage of patients who turned viral negative after 14 - day treatment was 70% ,  77% ,  and 100% in the baloxavir marboxil ,  favipiravir ,  and control group respectively ,  with the medians of time from randomization to clinical improvement was 14 ,  14 and 15 days ,  respectively.', ' one of the limitations of this study is the time from symptom onset to randomization ,  especially in the baloxavir marboxil and control groups ,  which is higher than the favipiravir group.', ' conclusions: our findings could not prove a benefit of addition of either baloxavir marboxil or favipiravir under the trial dosages to the existing standard treatment.']","Clinical Outcomes and Plasma Concentrations of Baloxavir Marboxil and Favipiravir in COVID-19 Patients: An Exploratory Randomized, Controlled Trial",10.1016/j.ejps.2020.105631,"[["" results: baloxavir acid showed antiviral activity in vitro with the half - maximal effective concentration ( ec50 )  of 5.48 μm comparable to arbidol and lopinavir ,  but favipiravir didn't demonstrate significant antiviral activity up to 100 μm.""]]"
arbidol,"[""48 μm comparable to arbidol and lopinavir ,  but favipiravir didn't demonstrate significant antiviral activity up to 100 μm.""]","Clinical Outcomes and Plasma Concentrations of Baloxavir Marboxil and Favipiravir in COVID-19 Patients: An Exploratory Randomized, Controlled Trial",10.1016/j.ejps.2020.105631,"[["" results: baloxavir acid showed antiviral activity in vitro with the half - maximal effective concentration ( ec50 )  of 5.48 μm comparable to arbidol and lopinavir ,  but favipiravir didn't demonstrate significant antiviral activity up to 100 μm.""]]"
favipiravir,"[' this study aims to evaluate the clinical outcomes and plasma concentrations of baloxavir acid and favipiravir in covid - 19 patients.', ' methods: favipiravir and baloxavir acid were evaluated for their antiviral activity against sars - cov - 2 in vitro before the trial initiation.', ' patients were randomized assigned in a 1:1:1 ratio into baloxavir marboxil group ,  favipiravir group ,  and control group.', ""48 μm comparable to arbidol and lopinavir ,  but favipiravir didn't demonstrate significant antiviral activity up to 100 μm."", ' the percentage of patients who turned viral negative after 14 - day treatment was 70% ,  77% ,  and 100% in the baloxavir marboxil ,  favipiravir ,  and control group respectively ,  with the medians of time from randomization to clinical improvement was 14 ,  14 and 15 days ,  respectively.', ' one of the limitations of this study is the time from symptom onset to randomization ,  especially in the baloxavir marboxil and control groups ,  which is higher than the favipiravir group.', ' conclusions: our findings could not prove a benefit of addition of either baloxavir marboxil or favipiravir under the trial dosages to the existing standard treatment.']","Clinical Outcomes and Plasma Concentrations of Baloxavir Marboxil and Favipiravir in COVID-19 Patients: An Exploratory Randomized, Controlled Trial",10.1016/j.ejps.2020.105631,"[["" results: baloxavir acid showed antiviral activity in vitro with the half - maximal effective concentration ( ec50 )  of 5.48 μm comparable to arbidol and lopinavir ,  but favipiravir didn't demonstrate significant antiviral activity up to 100 μm.""]]"
